0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
70, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,9750, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1274.08, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,523
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1924.86, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, Canada, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,524
8, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Grandchild <18 never marr child of subfamily RP, Other relative of householder,793.38, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,525
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, South, Alabama, Child <18 never marr not in subfamily, Child under 18 never married,2113.07, MSA to MSA, Same county, Same county, No, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,526
56, Private,43,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Education, Executive admin and managerial, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,7688,0,400, Joint both under 65, Not in universe, Not in universe, Householder, Householder,3281.45, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, Japan, Japan, United-States, Native- Born in the United States,0, Not in universe,2,41,94,-1,527
51, Private,41,8, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Hospital services, Professional specialty, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,1500, Joint both under 65, Not in universe, Not in universe, Householder, Householder,406.46, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Thailand, Thailand, Thailand, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,-1,528
25, Private,33,29, 10th grade,590, Not in universe, Never married, Retail trade, Other service, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,2557.29, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,529
44, Private,4,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Construction, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, PT for econ reasons usually PT,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,775.99, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,530
59, Private,4,39, High school graduate,700, Not in universe, Married-civilian spouse present, Construction, Transportation and material moving, White, All other, Male, Yes, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1904.44, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,51,95,1,531
27, Private,45,11, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Never married, Other professional services, Professional specialty, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1322.12, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,532
35, Self-employed-not incorporated,1,44, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Agriculture, Farming forestry and fishing, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1274.91, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,533
48, Private,32,5, Some college but no degree,0, Not in universe, Married-civilian spouse present, Wholesale trade, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,200, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1357.2, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,534
73, Not in universe,0,0, 1st 2nd 3rd or 4th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,1318.25, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,535
4, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Puerto Rican, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, South, ?, Child <18 never marr not in subfamily, Child under 18 never married,1306.38, NonMSA to MSA, Different region, Different state in South, No, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,536
44, Private,31,4, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Utilities and sanitary services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,99999,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2053.44, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, Poland, Poland, ?, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,-1,537
36, Private,43,6, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,765.39, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, China, China, China, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,-1,538
67, Private,11,3, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, No, Not in universe, Full-time schedules,99999,0,5000, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,1248.67, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, ?, ?, ?, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,-1,539
49, Private,36,42, Some college but no degree,0, Not in universe, Divorced, Private household services, Handlers equip cleaners etc , White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child 18+ ever marr Not in a subfamily, Child 18 or older,3674.99, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,540
63, Private,29,33, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Transportation, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Not in labor force,4064,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,639.79, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,1,24,95,-1,541
58, Not in universe,0,0, 11th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1789.92, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,542
52, Private,35,16, Associates degree-academic program,0, Not in universe, Divorced, Finance insurance and real estate, Sales, White, All other, Female, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,1000, Single, Not in universe, Not in universe, Householder, Householder,2138.44, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,543
37, Self-employed-not incorporated,18,36, Some college but no degree,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1771.41, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, Germany, United-States, Native- Born in the United States,0, Not in universe,2,50,95,1,544
28, Private,25,8, Doctorate degree(PhD EdD),0, Not in universe, Never married, Manufacturing-nondurable goods, Professional specialty, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, South, Georgia, Nonfamily householder, Householder,5914.56, MSA to MSA, Different county same state, Different county same state, No, Yes,6, Not in universe, United-States, United-States, Germany, Native- Born abroad of American Parent(s),2, Not in universe,2,48,94,-1,545
51, Private,23,42, 11th grade,0, Not in universe, Widowed, Manufacturing-nondurable goods, Handlers equip cleaners etc , Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1643.37, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,546
17, Not in universe,0,0, 10th grade,0, High school, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2281.67, ?, ?, ?, Not in universe under 1 year old, ?,6, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,2,95,1,547
44, Private,45,12, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2607.7, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,94,-1,548
46, Private,37,12, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Business and repair services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,1902,7064, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2489.45, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,-1,549
77, Not in universe,0,0, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,914.21, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,550
36, Local government,42,8, Bachelors degree(BA AB BS),2000, Not in universe, Married-civilian spouse present, Medical except hospital, Professional specialty, White, All other, Male, Yes, Not in universe, Full-time schedules,7688,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1755.16, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,40,95,-1,551
53, Private,29,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Transportation, Executive admin and managerial, White, All other, Male, No, Not in universe, Full-time schedules,0,0,7500, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1066.44, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,552
16, Not in universe,0,0, 7th and 8th grade,0, High school, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1506.84, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,553
58, Not in universe,0,0, Some college but no degree,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,381.29, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,-1,554
29, Private,35,2, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,1887,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2720.15, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, France, Native- Born abroad of American Parent(s),0, Not in universe,2,52,95,-1,555
58, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Abroad, Abroad, Spouse of householder, Spouse of householder,1949.12, Abroad to MSA, Abroad, Abroad, No, No,0, Not in universe, Canada, Canada, Canada, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,-1,556
46, Private,37,5, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Business and repair services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,3103,0,800, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2157.35, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,557
8, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1970.37, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,558
56, Federal government,49,35, High school graduate,0, Not in universe, Married-civilian spouse present, Public administration, Precision production craft & repair, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2962.69, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,559
51, Local government,47,28, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Public administration, Protective services, White, All other, Male, No, Not in universe, PT for non-econ reasons usually FT,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2638.51, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,560
24, Private,33,19, High school graduate,0, Not in universe, Never married, Retail trade, Sales, Amer Indian Aleut or Eskimo, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,65.17, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,32,95,1,561
14, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,234.74, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,562
24, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2201.1, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,563
40, Not in universe,0,0, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1810.38, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,564
52, Private,30,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Communications, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1195.15, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,565
47, Private,7,18, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Sales, White, Puerto Rican, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1680.0, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, ?, ?, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,566
51, Self-employed-incorporated,4,2, High school graduate,0, Not in universe, Never married, Construction, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,10520,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,2093.53, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,35,94,-1,567
22, Not in universe,0,0, High school graduate,0, College or university, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,1079.3, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,568
60, Private,27,14, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Technicians and related support, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,956.02, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, Ireland, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,569
40, Private,32,2, Some college but no degree,0, Not in universe, Divorced, Wholesale trade, Executive admin and managerial, White, All other, Male, No, Not in universe, Children or Armed Forces,0,1408,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,3121.24, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,1,570
52, Local government,43,2, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Education, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, PT for econ reasons usually PT,0,0,1500, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2955.1, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,571
49, Private,13,3, Bachelors degree(BA AB BS),0, Not in universe, Divorced, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,3000, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1185.24, Nonmover, Nonmover, Nonmover, Yes, Not in universe,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,572
64, State government,43,9, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,1734.66, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,573
62, Not in universe,0,0, 1st 2nd 3rd or 4th grade,0, Not in universe, Divorced, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,2536.26, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,-1,574
53, Private,43,26, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Education, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1806.46, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,575
31, Private,21,2, Bachelors degree(BA AB BS),0, Not in universe, Never married, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,14084,0,500, Single, Not in universe, Not in universe, Nonfamily householder, Householder,710.07, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,576
36, Self-employed-not incorporated,45,11, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,3894.53, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,577
38, Private,45,3, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Other professional services, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,350, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1739.96, Nonmover, Nonmover, Nonmover, Yes, Not in universe,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,578
37, Private,11,36, High school graduate,600, Not in universe, Never married, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1242.29, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,48,94,1,579
44, Self-employed-not incorporated,2,43, Some college but no degree,0, Not in universe, Married-civilian spouse present, Agriculture, Farming forestry and fishing, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1395.78, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1,580
12, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, West, Pennsylvania, Child <18 never marr not in subfamily, Child under 18 never married,3071.03, NonMSA to nonMSA, Different state same division, Different state in West, No, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,581
78, Not in universe,0,0, 7th and 8th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,1820.03, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,582
44, Self-employed-incorporated,45,11, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1839.19, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,583
54, Private,33,16, High school graduate,2000, Not in universe, Never married, Retail trade, Sales, White, All other, Male, Yes, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1724.76, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,584
48, Private,41,7, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Hospital services, Professional specialty, Other, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,747.74, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, ?, ?, ?, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,-1,585
52, Private,11,2, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,1902,3500, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1172.91, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, Greece, Greece, Greece, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,94,-1,586
35, Private,19,36, High school graduate,1050, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Machine operators assmblrs & inspctrs, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1466.56, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,1,587
70, Self-employed-not incorporated,35,2, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Divorced, Finance insurance and real estate, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,25124,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,2664.5, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,588
66, Self-employed-not incorporated,2,43, High school graduate,0, Not in universe, Married-civilian spouse present, Agriculture, Farming forestry and fishing, White, All other, Female, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,220, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1959.97, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,589
88, Not in universe,0,0, High school graduate,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,1036.16, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,590
