0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
57, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2923.46, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
4, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2431.83, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, Cambodia, Cambodia, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
36, Private,34,26, Bachelors degree(BA AB BS),900, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Adm support including clerical, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1957.61, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
10, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2132.2, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
38, Not in universe,0,0, Some college but no degree,0, Not in universe, Married-A F spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1059.71, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
42, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,90, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1317.51, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
43, Private,30,26, Associates degree-academic program,1600, Not in universe, Divorced, Communications, Adm support including clerical, White, All other, Female, Yes, Not in universe, Full-time schedules,0,0,443, Single, Not in universe, Not in universe, Householder, Householder,2255.39, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
44, Federal government,50,6, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Public administration, Professional specialty, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,297.04, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1
57, Private,45,6, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,862.74, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, ?, ?, ?, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,94,1
65, Not in universe,0,0, 9th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,1362.02, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Mexico, Mexico, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
40, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,3486.89, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,4,94,1
5, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Northeast, Michigan, Child <18 never marr not in subfamily, Child under 18 never married,850.75, MSA to MSA, Different state same division, Different state in Northeast, No, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
51, Not in universe,0,0, 12th grade no diploma,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1899.27, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1
15, Not in universe,0,0, 7th and 8th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2316.49, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
4, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Central or South American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Other Rel <18 never marr not in subfamily, Other relative of householder,3616.56, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Neither parent present, El-Salvador, El-Salvador, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
11, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,961.1, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, Germany, Japan, Native- Born abroad of American Parent(s),0, Not in universe,0,0,95,1
41, Self-employed-incorporated,35,17, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, West, Vermont, Householder, Householder,956.7, Not identifiable, Same county, Same county, No, No,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
27, Private,42,13, Associates degree-occup /vocational,0, Not in universe, Married-spouse absent, Medical except hospital, Technicians and related support, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Child 18+ ever marr RP of subfamily, Child 18 or older,1859.73, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,3,94,1
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1344.93, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1
36, Private,33,2, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Retail trade, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1228.48, Nonmover, Nonmover, Nonmover, Yes, Not in universe,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
32, Private,19,18, Bachelors degree(BA AB BS),0, Not in universe, Never married, Manufacturing-nondurable goods, Sales, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1440.05, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
46, Private,11,2, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, NA, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1860.05, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
11, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Central or South American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,618.38, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, El-Salvador, El-Salvador, El-Salvador, Foreign born- U S citizen by naturalization,0, Not in universe,0,0,95,1
35, Private,25,18, Bachelors degree(BA AB BS),0, Not in universe, Never married, Manufacturing-nondurable goods, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,400, Single, South, Wisconsin, Nonfamily householder, Householder,937.48, MSA to MSA, Same county, Same county, No, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
41, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,100, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1842.65, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
43, Private,24,2, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Female, No, Not in universe, Full-time schedules,0,0,75, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,836.16, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
87, Not in universe,0,0, 1st 2nd 3rd or 4th grade,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,1453.05, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, Mexico, Mexico, Mexico, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,94,1
40, Local government,43,10, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1468.18, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
15, Not in universe,0,0, 9th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,2993.05, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1
85, Not in universe,0,0, High school graduate,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,3713.59, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, Ireland, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
35, Private,34,3, Some college but no degree,0, Not in universe, Never married, Finance insurance and real estate, Executive admin and managerial, White, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,2411.47, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
6, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1827.04, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
76, Not in universe,0,0, 7th and 8th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1528.91, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Italy, Italy, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
90, Not in universe,0,0, 7th and 8th grade,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, Puerto Rican, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,1058.51, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Puerto-Rico, Puerto-Rico, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0, Not in universe,2,0,95,1
62, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, Do not know, Male, Not in universe, Not in universe, Not in labor force,0,0,1000, Joint both under 65, Not in universe, Not in universe, Householder, Householder,3901.65, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
41, Private,33,19, High school graduate,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, No, Not in universe, Full-time schedules,0,0,150, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2278.49, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
30, State government,43,22, Some college but no degree,0, Not in universe, Married-civilian spouse present, Education, Adm support including clerical, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Nonfiler, Not in universe, Not in universe, RP of unrelated subfamily, Nonrelative of householder,1740.27, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, China, China, China, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,95,1
60, State government,43,9, Doctorate degree(PhD EdD),0, Not in universe, Divorced, Education, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,250, Head of household, Not in universe, Not in universe, Householder, Householder,3090.27, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Ireland, Ireland, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
77, Not in universe,0,0, 9th grade,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,862.44, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, ?, ?, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
41, Private,15,33, High school graduate,0, Not in universe, Divorced, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male, Not in universe, Other job loser, Unemployed full-time,0,0,0, Single, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,778.79, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,32,95,1
45, Private,29,39, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Divorced, Transportation, Transportation and material moving, White, All other, Male, Yes, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,1127.46, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
34, Federal government,4,4, Bachelors degree(BA AB BS),0, Not in universe, Never married, Construction, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,1000, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1183.27, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1
14, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1260.79, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
44, Private,44,23, Associates degree-academic program,0, Not in universe, Widowed, Social services, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,46, Head of household, Not in universe, Not in universe, Householder, Householder,2290.41, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,94,1
11, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1327.98, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1
28, Private,18,18, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Sales, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,432.47, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
48, Private,4,38, 10th grade,0, Not in universe, Married-civilian spouse present, Construction, Transportation and material moving, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,3258.09, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
25, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,3264.67, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, ?, United-States, United-States, Native- Born in the United States,0, Not in universe,2,8,95,1
30, Private,35,16, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,50, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2213.33, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, Canada, United-States, Native- Born in the United States,2, Not in universe,2,52,94,1
58, Not in universe,0,0, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,100, Single, Not in universe, Not in universe, Nonfamily householder, Householder,992.72, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Italy, Italy, United-States, Native- Born in the United States,0, Not in universe,2,0,95,-1
8, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,486.2, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1
7, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, West, New Hampshire, Child <18 never marr not in subfamily, Child under 18 never married,948.56, MSA to MSA, Same county, Same county, No, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
16, Never worked,0,0, 9th grade,0, High school, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, New entrant, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1400.66, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1
39, Private,4,34, High school graduate,1600, Not in universe, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Yes, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1645.56, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,1
29, State government,47,23, High school graduate,0, Not in universe, Divorced, Public administration, Adm support including clerical, Black, All other, Female, Not in universe, Re-entrant, Unemployed full-time,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,3481.39, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,26,95,1
90, Not in universe,0,0, Associates degree-occup /vocational,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,2282,90000, Single, West, California, Nonfamily householder, Householder,2988.73, MSA to MSA, Different county same state, Different county same state, No, No,0, Not in universe, ?, ?, United-States, Native- Born in the United States,0, Not in universe,2,0,94,-1
22, Private,42,30, High school graduate,0, Not in universe, Never married, Medical except hospital, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,1590,0, Single, West, Alaska, Secondary individual, Nonrelative of householder,208.77, MSA to MSA, Same county, Same county, No, No,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
35, Private,32,2, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Divorced, Wholesale trade, Executive admin and managerial, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1581.34, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
76, Not in universe,0,0, 9th grade,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,431.67, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,12,94,1
37, Not in universe,0,0, Some college but no degree,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2441.34, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
37, Private,39,32, Associates degree-occup /vocational,0, Not in universe, Married-A F spouse present, Personal services except private HH, Other service, Asian or Pacific Islander, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1222.64, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, ?, ?, ?, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,1
44, Local government,4,39, Some college but no degree,0, Not in universe, Married-civilian spouse present, Construction, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,1485,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1507.47, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, Canada, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
5, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1567.91, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1
3, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1465.22, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
12, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1256.62, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
52, Private,42,31, Bachelors degree(BA AB BS),0, Not in universe, Married-spouse absent, Medical except hospital, Other service, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Northeast, Michigan, Other Rel 18+ ever marr not in subfamily, Other relative of householder,849.57, MSA to MSA, Same county, Same county, No, No,4, Not in universe, Haiti, Haiti, Haiti, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,1
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Grandchild <18 never marr child of subfamily RP, Other relative of householder,1073.68, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Mother only present, ?, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2202.81, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, Cambodia, Cambodia, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1
74, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2027.83, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1
24, Private,43,26, Some college but no degree,0, College or university, Never married, Education, Adm support including clerical, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,2566.92, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,44,94,1
