0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
47, Local government,43,10, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Divorced, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,1500, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1153.36, Nonmover, Nonmover, Nonmover, Yes, Not in universe,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,1881
41, Local government,43,8, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2180.31, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1882
55, Private,4,34, High school graduate,0, Not in universe, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,4019.81, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1883
2, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1913.18, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, China, China, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,1884
51, Self-employed-incorporated,42,7, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Married-civilian spouse present, Medical except hospital, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,1000, Joint both under 65, Not in universe, Not in universe, Householder, Householder,291.42, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1885
39, Federal government,50,3, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Public administration, Executive admin and managerial, Amer Indian Aleut or Eskimo, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,467.79, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,32,95,1,1886
65, Not in universe,0,0, Some college but no degree,0, Not in universe, Married-spouse absent, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,11678,0,1000, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1087.83, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,-1,1887
36, Federal government,29,25, High school graduate,0, Not in universe, Never married, Transportation, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Full-time schedules,13550,0,600, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1703.89, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1888
41, State government,47,28, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Public administration, Protective services, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2108.08, Nonmover, Nonmover, Nonmover, Yes, Not in universe,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,1889
60, Private,4,34, 1st 2nd 3rd or 4th grade,0, Not in universe, Married-civilian spouse present, Construction, Precision production craft & repair, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2421.69, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,-1,1890
42, Private,13,5, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1117.02, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1891
44, Private,12,3, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,15024,0,100, Joint both under 65, Not in universe, Not in universe, Householder, Householder,3956.72, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Germany, United-States, United-States, Native- Born in the United States,0, Not in universe,2,50,95,-1,1892
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Amer Indian Aleut or Eskimo, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,859.01, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,1893
46, Local government,43,26, High school graduate,0, Not in universe, Divorced, Education, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1238.43, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,1894
6, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2576.18, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,1895
62, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,7688,0,1000, Joint both under 65, Not in universe, Not in universe, Householder, Householder,560.39, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1896
65, Not in universe,0,0, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,1855.28, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1897
41, Private,42,30, Some college but no degree,0, Not in universe, Married-civilian spouse present, Medical except hospital, Other service, White, Puerto Rican, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,335.42, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1898
2, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Chicano, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1349.27, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,1899
42, Local government,50,1, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Public administration, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,1977,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2345.98, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,94,-1,1900
32, Private,12,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,40, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1964.23, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1901
69, Private,41,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Hospital services, Executive admin and managerial, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,9386,0,0, Joint both 65+, Not in universe, Not in universe, Householder, Householder,1491.07, Nonmover, Nonmover, Nonmover, Yes, Not in universe,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1902
47, Private,3,33, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Mining, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,720.48, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1903
10, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1170.43, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,1,1904
48, Private,24,17, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,1902,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1768.83, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1905
40, Private,44,2, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Social services, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1034.43, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,1906
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2010.47, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,1,1907
47, Private,41,6, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Hospital services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,250, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2539.43, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,1908
19, Private,2,44, 7th and 8th grade,0, Not in universe, Never married, Agriculture, Farming forestry and fishing, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1784.88, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, Mexico, Mexico, United-States, Native- Born in the United States,0, Not in universe,2,20,95,1,1909
58, Not in universe,0,0, Some college but no degree,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,381.29, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,-1,1910
52, State government,43,9, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,500, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1478.61, Nonmover, Nonmover, Nonmover, Yes, Not in universe,2, Not in universe, Iran, Iran, Iran, Foreign born- Not a citizen of U S ,0, Not in universe,2,45,94,-1,1911
53, Private,42,13, High school graduate,875, Not in universe, Widowed, Medical except hospital, Technicians and related support, White, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,2133.99, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,1912
43, Local government,43,10, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,90, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1837.32, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,1,1913
26, Private,9,37, High school graduate,985, Not in universe, Never married, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Male, Yes, Not in universe, PT for non-econ reasons usually FT,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1982.08, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1914
59, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1904.86, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,1915
41, Private,25,2, Doctorate degree(PhD EdD),0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,50, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,578.06, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1916
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Amer Indian Aleut or Eskimo, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Grandchild <18 never marr not in subfamily, Other relative of householder,426.24, ?, ?, ?, Not in universe under 1 year old, ?,0, Neither parent present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,1917
8, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2554.15, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,1918
35, Private,39,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Personal services except private HH, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,2750, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1566.06, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1919
34, Private,41,26, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Hospital services, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,100, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1453.72, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,1,1920
52, Private,11,26, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1919.24, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,1921
27, Private,33,8, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Married-civilian spouse present, Retail trade, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,100, Joint both under 65, South, Florida, Householder, Householder,1899.66, MSA to MSA, Same county, Same county, No, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,-1,1922
26, Private,42,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Medical except hospital, Executive admin and managerial, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,3561.12, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1923
56, Private,33,16, High school graduate,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, No, Not in universe, Full-time schedules,7688,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1635.91, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1924
50, Private,37,31, High school graduate,0, Not in universe, Married-civilian spouse present, Business and repair services, Other service, Black, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1551.44, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1,1925
52, Private,24,12, Bachelors degree(BA AB BS),0, Not in universe, Divorced, Manufacturing-nondurable goods, Professional specialty, White, All other, Female, No, Not in universe, Children or Armed Forces,0,1755,800, Head of household, Not in universe, Not in universe, Householder, Householder,1173.75, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1926
77, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, Puerto Rican, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1650.3, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, ?, Germany, Germany, Native- Born abroad of American Parent(s),0, Not in universe,2,0,95,1,1927
24, Private,45,3, Bachelors degree(BA AB BS),0, Not in universe, Never married, Other professional services, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Other Rel 18+ never marr not in subfamily, Other relative of householder,2137.76, Nonmover, Nonmover, Nonmover, Yes, Not in universe,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1928
31, Private,45,11, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Divorced, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,14084,0,250, Single, Midwest, Montana, Nonfamily householder, Householder,3289.7, MSA to MSA, Same county, Same county, No, No,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,50,94,-1,1929
3, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Grandchild <18 never marr child of subfamily RP, Other relative of householder,1824.15, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,1,1930
34, Private,33,42, Bachelors degree(BA AB BS),0, Not in universe, Never married, Retail trade, Handlers equip cleaners etc , White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,2713.42, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,50,95,1,1931
59, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,2629.47, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,1932
48, Private,30,33, High school graduate,2000, Not in universe, Married-civilian spouse present, Communications, Precision production craft & repair, White, All other, Male, Yes, Not in universe, Full-time schedules,7298,0,400, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1280.35, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1933
33, Private,42,8, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Medical except hospital, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,960.77, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,40,95,1,1934
31, Self-employed-not incorporated,32,5, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Wholesale trade, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1920.41, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1935
32, Private,3,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Mining, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,99999,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,336.92, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1936
56, Private,18,33, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2029.27, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,-1,1937
36, Self-employed-not incorporated,4,34, High school graduate,0, Not in universe, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,4224.22, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,1938
58, Not in universe,0,0, Some college but no degree,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,1442.46, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,1,1939
35, Self-employed-incorporated,33,19, Some college but no degree,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1787.34, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,94,-1,1940
26, Private,11,23, High school graduate,740, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Adm support including clerical, White, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,651.06, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,1941
40, Local government,47,11, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Divorced, Public administration, Professional specialty, White, All other, Female, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,2000.32, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1942
32, Private,33,35, High school graduate,0, Not in universe, Divorced, Retail trade, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1875.64, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,1943
29, Not in universe,0,0, High school graduate,0, Not in universe, Divorced, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,2534.69, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,1,1944
49, Private,45,21, Some college but no degree,0, Not in universe, Married-civilian spouse present, Other professional services, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1081.54, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,1945
48, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1069.22, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,-1,1946
45, Private,25,14, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Technicians and related support, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,1887,200, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2097.0, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1947
46, Private,13,42, Some college but no degree,0, Not in universe, Divorced, Manufacturing-durable goods, Handlers equip cleaners etc , White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1888.77, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,-1,1948
